Airline,Journey_month,Journey_year,Source,Destination,Route,Dep_Time,Arrival_Time,Duration_Hours,Duration_Minutes,Duration_In_Minutes,Total_Stops,Price_rupee,Log_price,Class,Additional_Info
Air India,3,2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2.0,35.0,155.0,0.0,4435,8.39728289474368,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11.0,30.0,690.0,1.0,11789,9.374922172292127,Economy,No info
SpiceJet,4,2019,Banglore,Delhi,BLR → DEL,21:10,00:05,2.0,55.0,175.0,0.0,3919,8.273591798199632,Economy,No check-in baggage included
Jet Airways,4,2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2.0,55.0,175.0,0.0,5198,8.556029215201436,Economy,In-flight meal not included
SpiceJet,3,2019,Banglore,New Delhi,BLR → DEL,05:45,08:35,2.0,50.0,170.0,0.0,4273,8.360071435644025,Economy,No check-in baggage included
Vistara,5,2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50,25.0,50.0,1550.0,1.0,8820,9.084777149000837,Economy,No info
IndiGo,5,2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1.0,30.0,90.0,0.0,2754,7.9208096792886,Economy,No info
Vistara,6,2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25,27.0,5.0,1625.0,1.0,8085,8.997765772011208,Economy,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05,24.0,40.0,1480.0,1.0,10539,9.262837940933936,Economy,In-flight meal not included
Jet Airways,6,2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12.0,30.0,750.0,1.0,14676,9.593968785475173,Business,No info
Jet Airways,3,2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25,26.0,10.0,1570.0,1.0,6017,8.702344075220351,Economy,In-flight meal not included
Jet Airways,4,2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3.0,5.0,185.0,0.0,4544,8.421562960400987,Economy,In-flight meal not included
Trujet,3,2019,Mumbai,Hyderabad,BOM → NDC → HYD,13:05,16:20,3.0,15.0,195.0,1.0,4140,8.32845106681936,Economy,No info
Jet Airways,5,2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2.0,55.0,175.0,0.0,7229,8.885855993000296,Economy,No info
Air India,3,2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15,21.0,15.0,1275.0,2.0,16373,9.703388915639492,Business,No info
Air India,5,2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17.0,25.0,1045.0,2.0,10991,9.3048320350689,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,12:00,21.0,55.0,1315.0,1.0,9663,9.176059437999308,Economy,In-flight meal not included
Air India,3,2019,Banglore,New Delhi,BLR → COK → DEL,22:00,23:20,25.0,20.0,1520.0,1.0,14305,9.56836440548421,Business,Change airports
Air Asia,5,2019,Delhi,Cochin,DEL → BLR → COK,16:45,07:10,14.0,25.0,865.0,1.0,6752,8.817594036275793,Economy,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,09:20,16.0,50.0,1010.0,1.0,8529,9.05122740031911,Economy,In-flight meal not included
IndiGo,3,2019,Delhi,Cochin,DEL → COK,05:35,08:50,3.0,15.0,195.0,0.0,4729,8.461469042643875,Economy,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,08:45,21:00,12.0,15.0,735.0,1.0,7670,8.945071894361302,Economy,No info
Jet Airways,5,2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1.0,30.0,90.0,0.0,4995,8.516192691082654,Economy,In-flight meal not included
Jet Airways,5,2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3.0,0.0,180.0,0.0,7229,8.885855993000296,Economy,No info
IndiGo,4,2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2.0,55.0,175.0,0.0,4823,8.481151420068972,Economy,No info
Air Asia,3,2019,Kolkata,Banglore,CCU → BLR,19:35,22:05,2.0,30.0,150.0,0.0,3782,8.238008249218403,Economy,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00,24.0,45.0,1485.0,1.0,12898,9.464827539570322,Business,In-flight meal not included
SpiceJet,5,2019,Kolkata,Banglore,CCU → BLR,22:20,00:40,2.0,20.0,140.0,0.0,3841,8.253488028345904,Economy,No check-in baggage included
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8.0,25.0,505.0,1.0,9627,9.172326929777967,Economy,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,12:00,14.0,50.0,890.0,1.0,14571,9.586788531013854,Business,No info
IndiGo,3,2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,2.0,35.0,155.0,0.0,6985,8.851520271691061,Economy,No info
Jet Airways,6,2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1.0,25.0,85.0,0.0,8040,8.992184362173012,Economy,No info
IndiGo,6,2019,Kolkata,Banglore,CCU → BLR,22:15,00:50,2.0,35.0,155.0,0.0,4804,8.477204183199873,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14.0,5.0,845.0,1.0,10678,9.275940829060131,Economy,No info
Jet Airways,3,2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,18:10,25.0,15.0,1515.0,1.0,14231,9.56317796268366,Business,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,16:20,20.0,20.0,1220.0,1.0,8529,9.05122740031911,Economy,In-flight meal not included
Air India,6,2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,8.0,20.0,500.0,2.0,11753,9.371863806132854,Economy,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25,29.0,20.0,1760.0,2.0,16704,9.723403490682365,Business,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40,9.0,45.0,585.0,1.0,13374,9.501067802613925,Business,No info
Air India,5,2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1.0,20.0,80.0,0.0,3625,8.195609567288775,Economy,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → BOM → COK,16:00,19:00,27.0,0.0,1620.0,1.0,16079,9.685269351744411,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35,15.0,40.0,940.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5.0,30.0,330.0,1.0,9663,9.176059437999308,Economy,In-flight meal not included
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,18:00,01:30,7.0,30.0,450.0,1.0,9595,9.1689974084418,Economy,No info
IndiGo,6,2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2.0,35.0,155.0,0.0,4804,8.477204183199873,Economy,No info
Air India,6,2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25,19.0,25.0,1165.0,2.0,12744,9.452815851589884,Business,No info
Air India,6,2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2.0,50.0,170.0,0.0,6961,8.848078421168667,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40,14.0,35.0,875.0,1.0,9663,9.176059437999308,Economy,In-flight meal not included
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8.0,40.0,520.0,1.0,7575,8.93260863037757,Economy,No info
Air India,3,2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,19:10,10:35,15.0,25.0,925.0,2.0,13355,9.49964612554406,Business,No info
Air India,5,2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45,28.0,20.0,1700.0,2.0,12592,9.440816970657185,Business,No info
Air India,6,2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1.0,30.0,90.0,0.0,3625,8.195609567288775,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,15:00,04:25,13.0,25.0,805.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Air India,5,2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15,23.0,30.0,1410.0,2.0,9443,9.15302900526307,Economy,No info
Air India,3,2019,Delhi,Cochin,DEL → BOM → COK,08:40,19:15,10.0,35.0,635.0,1.0,18959,9.85003403180204,Business,No info
IndiGo,3,2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1.0,25.0,85.0,0.0,4784,8.473032295630468,Economy,No info
Air India,4,2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,12:00,18.0,30.0,1110.0,1.0,7893,8.973731569708402,Economy,No info
Air India,6,2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40,24.0,50.0,1490.0,2.0,14431,9.577133949436078,Business,No info
Jet Airways Business,3,2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,11:25,5.0,40.0,340.0,1.0,79512,11.283663232647841,Business,Business class
Jet Airways,5,2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1.0,30.0,90.0,0.0,3210,8.07402621612406,Economy,In-flight meal not included
Multiple carriers,3,2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15.0,0.0,900.0,1.0,13677,9.523470868881551,Business,No info
Air India,5,2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25,27.0,20.0,1640.0,1.0,7480,8.919988070968524,Economy,No info
Air India,6,2019,Delhi,Cochin,DEL → BOM → COK,19:00,07:40,12.0,40.0,760.0,1.0,8372,9.03264808356589,Economy,No info
Jet Airways,3,2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25,23.0,0.0,1380.0,2.0,11664,9.36426245424844,Economy,No info
Air India,6,2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2.0,45.0,165.0,0.0,6961,8.848078421168667,Economy,No info
Air India,4,2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2.0,45.0,165.0,0.0,6121,8.71948076085107,Economy,No info
Air India,4,2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2.0,45.0,165.0,0.0,5911,8.684570300824369,Economy,No info
GoAir,5,2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2.0,50.0,170.0,0.0,3398,8.130942302231878,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30,6.0,30.0,390.0,1.0,7530,8.92665032079394,Economy,No info
GoAir,5,2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2.0,45.0,165.0,0.0,3419,8.137103389639302,Economy,No info
Vistara,3,2019,Banglore,New Delhi,BLR → DEL,21:10,00:05,2.0,55.0,175.0,0.0,6558,8.788440957404594,Economy,No info
Air India,6,2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,20:25,23.0,55.0,1435.0,1.0,10203,9.230437073675304,Economy,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,20:20,25.0,25.0,1525.0,1.0,11087,9.313528529772352,Economy,In-flight meal not included
SpiceJet,3,2019,Banglore,New Delhi,BLR → DEL,20:30,23:20,2.0,50.0,170.0,0.0,5575,8.62604759632832,Economy,No info
Air Asia,4,2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14.0,30.0,870.0,1.0,6152,8.72453251118548,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7.0,15.0,435.0,1.0,5608,8.631949428714426,Economy,In-flight meal not included
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,10:25,22.0,45.0,1365.0,1.0,17261,9.75620490038669,Business,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26.0,55.0,1615.0,2.0,15129,9.624368710744834,Business,No info
GoAir,5,2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2.0,45.0,165.0,0.0,3419,8.137103389639302,Economy,No info
IndiGo,3,2019,Delhi,Cochin,DEL → BOM → COK,10:45,15:30,4.0,45.0,285.0,1.0,6218,8.735203590618699,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10.0,20.0,620.0,1.0,14714,9.59655470049221,Business,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7.0,45.0,465.0,1.0,14848,9.605620455025981,Business,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7.0,15.0,435.0,1.0,9358,9.143986871426161,Economy,No info
Air India,5,2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,07:55,22.0,30.0,1350.0,1.0,8366,9.031931152002144,Economy,No info
Multiple carriers,3,2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7.0,45.0,465.0,1.0,15342,9.63834944451924,Business,In-flight meal not included
Jet Airways,3,2019,Mumbai,Hyderabad,BOM → HYD,03:05,04:25,1.0,20.0,80.0,0.0,5678,8.644354337032917,Economy,No info
IndiGo,5,2019,Kolkata,Banglore,CCU → BLR,22:15,00:50,2.0,35.0,155.0,0.0,4804,8.477204183199873,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7.0,55.0,475.0,1.0,14571,9.586788531013854,Business,No info
Jet Airways,4,2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12.0,20.0,740.0,1.0,12681,9.447860089234899,Business,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,10:25,13.0,0.0,780.0,1.0,17261,9.75620490038669,Business,No info
Vistara,6,2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45,17.0,45.0,1065.0,1.0,9922,9.202509792860994,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00,17.0,5.0,1025.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
SpiceJet,4,2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2.0,40.0,160.0,0.0,4423,8.394573477868327,Economy,No info
IndiGo,5,2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2.0,45.0,165.0,0.0,3419,8.137103389639302,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25,5.0,35.0,335.0,1.0,14714,9.59655470049221,Business,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,11:25,5.0,40.0,340.0,1.0,11087,9.313528529772352,Economy,In-flight meal not included
IndiGo,6,2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30,9.0,30.0,570.0,1.0,6316,8.750841375375533,Economy,No info
SpiceJet,5,2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2.0,15.0,135.0,0.0,3543,8.172729104865471,Economy,No check-in baggage included
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00,17.0,5.0,1025.0,1.0,14571,9.586788531013854,Business,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8.0,25.0,505.0,1.0,14676,9.593968785475173,Business,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,09:30,16.0,35.0,995.0,1.0,17261,9.75620490038669,Business,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,23:35,15.0,10.0,910.0,1.0,13941,9.542589417753089,Business,No info
Air India,3,2019,Delhi,Cochin,DEL → BLR → COK,06:10,08:15,26.0,5.0,1565.0,1.0,13348,9.499121839871265,Business,No info
Jet Airways,6,2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2.0,55.0,175.0,0.0,8016,8.989194823324645,Economy,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5.0,30.0,330.0,1.0,12898,9.464827539570322,Business,In-flight meal not included
Jet Airways,4,2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3.0,5.0,185.0,0.0,7229,8.885855993000296,Economy,No info
SpiceJet,6,2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1.0,30.0,90.0,0.0,2017,7.6093665379542115,Economy,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,19:10,11.0,10.0,670.0,1.0,16736,9.72531736686465,Business,No info
SpiceJet,6,2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2.0,30.0,150.0,0.0,3873,8.261784679514752,Economy,No info
IndiGo,5,2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8.0,10.0,490.0,1.0,6704,8.810459642161918,Economy,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50,24.0,55.0,1495.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
Vistara,3,2019,Banglore,New Delhi,BLR → DEL,19:40,22:20,2.0,40.0,160.0,0.0,7450,8.915969311373605,Economy,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,05:05,12.0,10.0,730.0,1.0,16736,9.72531736686465,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,15:00,12:35,21.0,35.0,1295.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Air India,5,2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,16:15,34.0,25.0,2065.0,2.0,10991,9.3048320350689,Economy,No info
SpiceJet,6,2019,Banglore,Delhi,BLR → DEL,21:10,00:05,2.0,55.0,175.0,0.0,3311,8.105005537547246,Economy,No info
IndiGo,5,2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30,14.0,55.0,895.0,1.0,7081,8.865170419651774,Economy,No info
IndiGo,4,2019,Banglore,Delhi,BLR → DEL,21:15,00:15,3.0,0.0,180.0,0.0,3943,8.279697133877628,Economy,No info
Air India,5,2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6.0,15.0,375.0,1.0,8372,9.03264808356589,Economy,No info
Air India,3,2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15,23.0,30.0,1410.0,2.0,11701,9.367429587218957,Economy,No info
Jet Airways,6,2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2.0,55.0,175.0,0.0,5769,8.660254034256889,Economy,In-flight meal not included
Multiple carriers,6,2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30,10.0,25.0,625.0,2.0,15965,9.678154105148883,Business,No info
SpiceJet,6,2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2.0,50.0,170.0,0.0,4423,8.394573477868327,Economy,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → MAA → DEL,09:45,14:25,4.0,40.0,280.0,1.0,6136,8.721928343047091,Economy,In-flight meal not included
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,23:00,6.0,5.0,365.0,1.0,11087,9.313528529772352,Economy,In-flight meal not included
IndiGo,6,2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2.0,25.0,145.0,0.0,3540,8.17188200612782,Economy,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → BOM → COK,14:00,04:25,14.0,25.0,865.0,1.0,12898,9.464827539570322,Business,In-flight meal not included
IndiGo,4,2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2.0,45.0,165.0,0.0,4591,8.431853144249223,Economy,No info
Air India,3,2019,Delhi,Cochin,DEL → BOM → COK,04:00,07:40,27.0,40.0,1660.0,1.0,8635,9.06357899058078,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10.0,0.0,600.0,1.0,14714,9.59655470049221,Business,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,19:10,22.0,45.0,1365.0,1.0,14151,9.557540571952371,Business,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:15,14.0,20.0,860.0,1.0,8835,9.086476384753796,Economy,No info
Air India,5,2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,08:55,15.0,25.0,925.0,1.0,11936,9.387314322443542,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → LKO → BOM → COK,21:35,12:35,15.0,0.0,900.0,2.0,13882,9.53834831589953,Business,No info
Air India,4,2019,Delhi,Cochin,DEL → MAA → COK,17:20,09:25,16.0,5.0,965.0,1.0,5117,8.540323608805092,Economy,No info
Jet Airways,5,2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2.0,55.0,175.0,0.0,4544,8.421562960400987,Economy,In-flight meal not included
IndiGo,5,2019,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,15.0,40.0,940.0,1.0,6442,8.770594329891145,Economy,No info
Air India,5,2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15,21.0,15.0,1275.0,2.0,10441,9.25349564229011,Economy,No info
IndiGo,5,2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1.0,35.0,95.0,0.0,2227,7.708410667257367,Economy,No info
Jet Airways,4,2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2.0,45.0,165.0,0.0,7229,8.885855993000296,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6.0,0.0,360.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,21:20,13.0,20.0,800.0,1.0,13817,9.53365499705667,Business,No info
SpiceJet,5,2019,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4.0,55.0,295.0,1.0,5975,8.695339376799712,Economy,No info
IndiGo,3,2019,Kolkata,Banglore,CCU → BLR,21:25,00:05,2.0,40.0,160.0,0.0,4148,8.330381569349418,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9.0,30.0,570.0,1.0,13587,9.516868732224324,Business,No info
Jet Airways,3,2019,Mumbai,Hyderabad,BOM → HYD,03:05,04:25,1.0,20.0,80.0,0.0,2759,7.922623574217286,Economy,In-flight meal not included
Jet Airways,5,2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3.0,0.0,180.0,0.0,7229,8.885855993000296,Economy,No info
Air India,5,2019,Delhi,Cochin,DEL → HYD → BOM → COK,07:05,07:40,24.0,35.0,1475.0,2.0,13547,9.513920399580737,Business,No info
SpiceJet,6,2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2.0,35.0,155.0,0.0,3873,8.261784679514752,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40,12.0,10.0,730.0,1.0,14388,9.574149804815514,Business,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,10:05,15.0,10.0,910.0,1.0,13731,9.527411329321751,Business,No info
SpiceJet,3,2019,Kolkata,Banglore,CCU → BLR,06:55,09:35,2.0,40.0,160.0,0.0,3815,8.246695943718557,Economy,No check-in baggage included
Jet Airways,3,2019,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1.0,30.0,90.0,0.0,5678,8.644354337032917,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,09:20,24.0,55.0,1495.0,1.0,9663,9.176059437999308,Economy,In-flight meal not included
GoAir,5,2019,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15,7.0,35.0,455.0,1.0,8855,9.088737550216933,Economy,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25,18.0,45.0,1125.0,2.0,15129,9.624368710744834,Business,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,23:00,6.0,5.0,365.0,1.0,13555,9.514510761932765,Business,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15,11.0,5.0,665.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,21:20,9.0,40.0,580.0,1.0,7832,8.965973184210347,Economy,In-flight meal not included
Jet Airways,6,2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35,13.0,30.0,810.0,2.0,11150,9.319194776888265,Economy,In-flight meal not included
Vistara,5,2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,10:45,14.0,25.0,865.0,1.0,8452,9.042158378735948,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6.0,25.0,385.0,1.0,9646,9.174298600628918,Economy,No info
IndiGo,6,2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2.0,50.0,170.0,0.0,3943,8.279697133877628,Economy,No info
GoAir,6,2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5.0,55.0,355.0,1.0,5281,8.571870752706934,Economy,No info
Air India,6,2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40,14.0,25.0,865.0,2.0,14667,9.593355351246755,Business,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20,13.0,20.0,800.0,1.0,14571,9.586788531013854,Business,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BDQ → DEL,05:50,12:20,6.0,30.0,390.0,1.0,28097,10.243418088056579,Business,Business class
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,19:10,22.0,35.0,1355.0,1.0,17471,9.768297642474444,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11.0,0.0,660.0,1.0,10577,9.266437111328052,Economy,In-flight meal not included
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7.0,45.0,465.0,1.0,14848,9.605620455025981,Business,No info
IndiGo,4,2019,Banglore,Delhi,BLR → DEL,23:30,02:20,2.0,50.0,170.0,0.0,4591,8.431853144249223,Economy,No info
IndiGo,5,2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2.0,20.0,140.0,0.0,3597,8.187855443695623,Economy,No info
IndiGo,5,2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6.0,20.0,380.0,1.0,6938,8.844768827529695,Economy,No info
Air Asia,6,2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2.0,30.0,150.0,0.0,3807,8.244596756382498,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10.0,0.0,600.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Air India,5,2019,Kolkata,Banglore,CCU → JAI → DEL → BLR,08:20,20:25,12.0,5.0,725.0,2.0,11432,9.344171719609703,Economy,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → DEL,19:55,22:35,2.0,40.0,160.0,0.0,7229,8.885855993000296,Economy,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7.0,45.0,465.0,1.0,14848,9.605620455025981,Business,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,23:35,17.0,5.0,1025.0,1.0,8586,9.057888248784506,Economy,In-flight meal not included
Multiple carriers,4,2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8.0,40.0,520.0,1.0,6106,8.717027173294824,Economy,No info
SpiceJet,5,2019,Kolkata,Banglore,CCU → BLR,22:20,00:40,2.0,20.0,140.0,0.0,3873,8.261784679514752,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7.0,20.0,440.0,2.0,15812,9.668524424416576,Business,In-flight meal not included
